manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
corsair,cmk32gx4m2a2133c13,ddr4-2133,288-pin dimm,2 x 16gb,$4.062,black / yellow,13,1.2 v,,non-ecc / unbuffered,yes,"$129.99,$129.99,$129.99,$132.99","(8 Ratings, 4.9 Average)","These work. I could have gotten faster ram.,Bought the 2666Mhz over anything higher because this combination/product number was on the Qualified Vendor list for memory for the motherboard . Got them in white to match the rest of the build, and still got two slots left - great for using virtualbox, and no need to have any virtual memory now. Had no issues with XMP profile.,Functional kit of RAM; RAM speed didn't matter on Intel.,In terms of memory for a PC, this is the best I have ever used before. every scenes I got these way back, They have never let me down and I am hoping to get another pair down the road so I have 64GB of ram. The only thing is that I wish it was in red as well for alternating colors on my rig. and that the prices would go down.,In terms of memory for a PC, this is the best I have ever used before. every scenes I got these way back, They have never let me down and I am hoping to get another pair down the road so I have 64GB of ram. The only thing is that I wish it was in red as well for alternating colors on my rig. and that the prices would go down.,XMP 2.0 profile didn't work out of the box so I clocked it to DDR4-2633 15-15-15-36 stable (instead of DDR4-2133 13-15-15-28). Haven't tried getting any of those latencies down yet.,Although it is overkill for my current needs, it was very easy to install and looks good.,Should have perhaps gone for faster RAM, but it's still at 2666 with XMP, and that's kind of a sweet spot. 16 gigs would have been fine as well. I bought this when RAM wasn't so dang expensive."
g.skill,f4-3600c16d-16gtrsc,ddr4-3600,288-pin dimm,2 x 8gb,$8.124,silver,16,1.35 v,16-19-19-39,non-ecc / unbuffered,yes,$129.99,(0 Ratings),
kingston,kvr13n9s6/2,ddr3-1333,240-pin dimm,1 x 2gb,$6.495,black / green,9,1.5 v,,non-ecc / unbuffered,no,"$12.99,$28.79","(2 Ratings, 4.5 Average)","RAM is RAM, not much to say. Originally just had the one stick, added the other as I was upgrading.,it works :)"
team,ttd48g2666c18hdc01,ddr4-2666,288-pin dimm,2 x 4gb,$4.374,black / red,18,1.2 v,18-18-18-43,non-ecc / unbuffered,yes,$34.99,(0 Ratings),
crucial,bls8g4d32aesbk,ddr4-3200,288-pin dimm,1 x 8gb,$4.874,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$37.99,$38.99,$38.99",(0 Ratings),
geil,gasb416gb3200c16adc,ddr4-3200,288-pin dimm,2 x 8gb,,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,,(0 Ratings),
samsung,m378a1g43db0-cpb,ddr4-2133,288-pin dimm,1 x 8gb,$4.999,green / black,15,1.2 v,15-15-15-28,non-ecc / unbuffered,no,$39.99,(0 Ratings),
crucial,ct2k4g4dfs824a,ddr4-2400,288-pin dimm,2 x 4gb,$4.369,green,17,1.2 v,,non-ecc / unbuffered,no,"$34.95,$34.95,$34.95,$34.99,$53.60","(1 Rating, 5.0 Average)",Nothing special here. Just your average DDR4 RAM. It works
team,tdzad416g3200hc16cdc01,ddr4-3200,288-pin dimm,2 x 8gb,$4.749,black / silver,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$75.98,(0 Ratings),
patriot,pvr416g320c6k,ddr4-3200,288-pin dimm,2 x 8gb,$6.249,black / silver,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$99.99,$99.99","(5 Ratings, 5.0 Average)"," Figured that’s worth noting considering most B-Die are 3200+ or at least C15. So this is a cheap option for B-Die and good RAM for Ryzen. Currently running stable at 3000 on my Ryzen 5 2600 build. Asus Aura has no issue controlling the RGB. ,to use Aura sync, first download the patriot software and turn off the lights, uninstall that and then install the Aura software specifically for Patriot! not the Aura software found in the support section of your MOBO. Enjoi,So a little about myself, I research things...a lot, probably too much. So when the task of choosing RAM came about I started my journey on researching the best RAM to run with a AMD 450 chip set mobo. There’s everyone’s go-to: Corsair Vengeance Pro RGB, Gskill Trident RGB which people have run without issue with AMD but a lot of people have also experienced problems with those popular choices with AMD chipsets, so I dove a little deeper. The main issues it seems stemmed from the 350 chipset, not the 450 which I ended up running (Asus ROG Strix B450-F Gaming) but I still didn’t want to chance it. I came across Team Tforce RAM which many AMD users had a lot of success with, I thought I had found the one. But of course I didnt stop scouring the internets, reading reviews and blogs and combing through countless QVLs. I then came across Patriot Viper RGB RAM. Read every review I could find on Newegg or Amazon. 99% were great with most people getting the advertised 3000mhz or 3200mhz with AMD chip sets. But then I dove a little deeper and looked at some blogs. Not only were people getting the advertised clock speeds but every review I read people successfully overclocked them easily getting 4000+mhz while keeping their system stable. So at the end of what seemed like preparing to write a thesis on what RAM is best for AMD chip sets and overclocking stability I decided to go with the Patriot Viper RGB 3200mhz 16gb kit. I haven’t had to time to spend to overclock it but I am getting the advertised 3200mhz right off the bat and I don't think I will have an issue pushing it further.,Clocked at 3200 with no issues.,Fast stable love the color ratation"
corsair,cmt32gx4m4c3600c18,ddr4-3600,288-pin dimm,4 x 8gb,$10.818,black,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$299.99,$346.17,$359.99",(0 Ratings),
crucial,ct16g4dfd8266,ddr4-2666,288-pin dimm,1 x 16gb,$3.687,green / black,19,1.2 v,,non-ecc / unbuffered,no,"$58.99,$58.99,$58.99,$63.99,$67.99,$79.99","(1 Rating, 5.0 Average)",Actually I have VLP (Very Low Profile) version of Crucial's modules. They are so low that they are in line with memory holders.
g.skill,f4-3200c16d-16gtzb,ddr4-3200,288-pin dimm,2 x 8gb,$8.062,red / silver,16,1.35 v,,non-ecc / unbuffered,yes,$129.00,"(27 Ratings, 4.9 Average)","Great looks matched with great performance. A+,This ram looks good, has the performance, whats more not to like?,Cheap and they work on my build on XMP.,First part of my build I'm reviewing because I'm in love with this mem. They are absolutely fantastic as far as performance and I haven't even found their limit yet. So far I'm at 3333MHz and easily stable. Considering how low the voltage is I know they can be pushed quite a bit further. ,This is also the best looking ram I have ever seen. They're absolutely stunning. Even with the excellent performance I'm getting, the appearance is even better in my opinion. ,Probably the best looking memory with one side black, the other silver, and a removable red top. Aesthetics alone should justify its price, not to mention that DDR4 3200 is blazing fast. (I don't find memory speed very useful in practice, though),Runs as advertised with XMP profile. Happy camper here.,works like a charm. I almost wish I would have bought the RGB or Red LED version though, the rest of my build drowns out the flair these sticks have.,Great ryzen compatible ram, atleast for my motherboard. ,Very Stable with XMP enabled. Zero issues. All I could ask for in RAM,Probably the best looking RAM ive ever seen."
kingston,hx318lc11fb/8,ddr3-1866,240-pin dimm,1 x 8gb,,black,11,1.35 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)","It's RAM, does what you need it to do and it looks pretty sweet too."
team,txkd416g4500hc18edc01,ddr4-4500,288-pin dimm,2 x 8gb,$11.749,black / white,18,1.45 v,18-20-20-44,non-ecc / unbuffered,yes,"$187.99,$238.23",(0 Ratings),
crucial,bls8g4d26bfsek,ddr4-2666,288-pin dimm,1 x 8gb,$4.101,red / black,16,1.2 v,,non-ecc / unbuffered,yes,"$32.81,$32.81,$32.99,$40.99,$52.60",(0 Ratings),
g.skill,f4-3200c15d-32gtzr,ddr4-3200,288-pin dimm,2 x 16gb,,black,15,1.35 v,15-15-15-35,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,blt2k8g4d32aet4k,ddr4-3200,288-pin dimm,2 x 8gb,$6.020,silver,16,1.35 v,,non-ecc / unbuffered,yes,"$96.32,$96.32,$104.99",(0 Ratings),
patriot,pvs416g373c7k,ddr4-3733,288-pin dimm,2 x 8gb,$5.937,gray,17,1.35 v,17-21-21-41,non-ecc / unbuffered,yes,$94.99,(0 Ratings),
g.skill,f4-2666c15d-32gvr,ddr4-2666,288-pin dimm,2 x 16gb,$3.906,red,15,1.2 v,,non-ecc / unbuffered,yes,"$124.99,$129.99","(4 Ratings, 4.8 Average)","xmp profile worked fine got 2666 on this kit,Great looking sticks.  Can't say much else because RAM is RAM.,La mejor memoria RAM calidad/precio para esta placa. Funciona perfectamente."
kingston,hx432c18fbk2/8,ddr4-3200,288-pin dimm,2 x 4gb,,black,18,1.2 v,,non-ecc / unbuffered,yes,,(0 Ratings),
oloy,md4u082616bgda,ddr4-2666,288-pin dimm,2 x 8gb,$3.937,black,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,$62.99,(0 Ratings),
crucial,bls2k16g4d32aesc,ddr4-3200,288-pin dimm,2 x 16gb,$4.531,white / silver,16,1.35 v,,non-ecc / unbuffered,yes,"$144.99,$144.99,$144.99,$149.99","(1 Rating, 5.0 Average)",Great Memory. Created a RAM disk for Plex Transcoding. Works perfect. Does the job
geil,gexsb416gb3000c16adc,ddr4-3000,288-pin dimm,2 x 8gb,$4.999,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$79.99,(0 Ratings),
kingston,hx426c13pb3k2/16,ddr4-2666,288-pin dimm,2 x 8gb,$5.040,black / silver,13,1.35 v,,non-ecc / unbuffered,yes,"$80.64,$98.60",(0 Ratings),
g.skill,f4-3600c16d-32gtrgc,ddr4-3600,288-pin dimm,2 x 16gb,$6.250,gold,16,1.35 v,16-19-19-39,non-ecc / unbuffered,yes,"$199.99,$333.99","(1 Rating, 5.0 Average)",Blazing fasting and elegance all in one. The gold is beautifully coated and RGB is stunning
g.skill,f4-3600c17d-32gtzkw,ddr4-3600,288-pin dimm,2 x 16gb,$5.593,black / white,17,1.35 v,17-19-19-39,non-ecc / unbuffered,yes,$178.99,(0 Ratings),
g.skill,f4-3200c14d-32gtzsk,ddr4-3200,288-pin dimm,2 x 16gb,$7.500,silver / black,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,$239.99,"(3 Ratings, 5.0 Average)","I can't hit 3200, but , seems stable with an out-of-the-box BIOS profile.  Fast and bloody expensive.,(I've been running at 3133 MT/s.  I can get to 3200 with a bit of tweaking, but it crashes every couple days; a bit more voltage would probably do it, but I can't afford the lost time in the middle of work sessions and it isn't worth nailing down.  3133 is close enough!),Best 32GB pair for Ryzen 7 so far. I can only reliably get 2933MHz to post, but when I'm feeling frisky I can do 3066 after a few tries.,XMP works well 3200MHz, no issue with Dark Rock Pro 4"
g.skill,f4-3600c19s-16gvrb,ddr4-3600,288-pin dimm,1 x 16gb,$4.374,red / black,19,1.35 v,19-20-20-40,non-ecc / unbuffered,yes,$69.99,(0 Ratings),
corsair,cmz8gx3m2x1600c8b,ddr3-1600,240-pin dimm,2 x 4gb,,black / blue,8,1.5 v,8-9-8-24,non-ecc / unbuffered,yes,,"(11 Ratings, 4.9 Average)","What can I say, ram is ram... Runs well, heat-spreaders are effective, and these sticks look good (especially with a blue mobo),My favorite ram heat sink, like ever. Great at what it does."
kingston,hx421c14fbk2/16,ddr4-2133,288-pin dimm,2 x 8gb,,black / white,14,1.2 v,,non-ecc / unbuffered,yes,,"(68 Ratings, 4.8 Average)","Very happy with this purchase,easy to install - looks nice and performs well. good choice If you are considering buying these.,its ram. it works. 5stars,Hey its RAM! I do have to say, I really like DDR4. This is the first module of DDR4 I've worked with so I can't really give it a good comparison. But its fast, good price, and it works. I've heard nothing but good things about the hyperx fury black line, so my expectations are high.,Nice black heat spreaders on black PCBs. Kingston is a great brand and I've trusted them for years. They didn't let me down. Maybe could be faster but DDR-4 RAM speed doesn't seem to make any difference with gaming from what I've read.,there ram. perfect for my build due to low profiles. love the color.,It's RAM.,Great RAM. Budget friendly. I also put this same kit in my roommates build because I liked it so much. Have no plans to upgrade to anything else for a long time.,Nothing too fancy about the ram. I chose the shortest sticks I could find as I anticipated clearance issues with the CPU cooler and the tiny mITX motherboard and I was correct. There's maybe a 1mm gap between the heatsink and the RAM (see picture) - whew, close one! The motherboard only has 2 DIMMS so I went with a 2x8 GB kit rather than 2x4 GB kit to future-proof as much as I could. ""I have too much RAM"" - Said Nobody Ever. ,It's fast, looks cool, and fits under gigantic coolers like the H5 Ultimate.,Since this motherboard can't run memory frequencies above 2133Hz I just picked the lowest CAS latency available."
patriot,pvb416g300c6k,ddr4-3000,288-pin dimm,2 x 8gb,$4.686,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$74.98,"(1 Rating, 3.0 Average)",It didn’t work with the xmp profile on my motherboard and I don’t know why
team,tlzrd48g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 4gb,$4.874,red / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$38.99,(0 Ratings),
kingston,hx318lc11fbk2/16,ddr3-1866,240-pin dimm,2 x 8gb,$4.374,black,11,1.35 v,,non-ecc / unbuffered,yes,$69.98,"(2 Ratings, 5.0 Average)","I got the Hyperx Beast 2400hz for cheaper, easily OC to 2666Hz with same timings,RAM, cheap on sale"
kingston,hx432c16fb3ak2/32,ddr4-3200,288-pin dimm,2 x 16gb,$5.873,black,16,1.35 v,,non-ecc / unbuffered,yes,"$187.93,$200.60,$305.00",(0 Ratings),
patriot,psd44g240041,ddr4-2400,288-pin dimm,1 x 4gb,$4.745,green / black,17,1.2 v,,non-ecc / unbuffered,no,$18.98,(0 Ratings),
geil,gals416gb3000c16adc,ddr4-3000,288-pin dimm,2 x 8gb,$4.374,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$69.99,$79.99","(2 Ratings, 4.5 Average)","The ram works well and I was able to get it to 3000 hz.  Only thing is that it does NOT sync with the motherboard.  It does a rainbow light up but not in sync with the motherboard lightning and you cannot change it.  On the website I believe it says it's compatible with mystic light.  But No, it doesn't.,It looks awesome, only think that I didn't like too much about it was that it arrived at a frequency of 2133MHz. I found out how to fix it and that was to activate XMP which is called D.O.C.P when you use an ASUS motherboard. It went to 3000MHz and it's fine now. The RGB on it looks beautiful too. Only from a distance (~10 feet) or in pictures, you can see the hot spots."
g.skill,f4-2133c15d-8gis,ddr4-2133,288-pin dimm,2 x 4gb,$4.999,black / red,15,1.2 v,,non-ecc / unbuffered,yes,"$39.99,$46.33","(2 Ratings, 4.5 Average)","It's RAM, doesn't overheat and hasn't fried my system so it's good in my book,Kind of a bland looking stick, but never the less it's 8 GB of DDR4 RAM. Planning on upgrading soon."
g.skill,f4-4600c18d-16gtzr,ddr4-4600,288-pin dimm,2 x 8gb,$28.375,black,18,1.5 v,18-22-22-42,non-ecc / unbuffered,yes,$454.00,(0 Ratings),
corsair,cmk4gx4m1a2400c16,ddr4-2400,288-pin dimm,1 x 4gb,$5.747,black / yellow,16,1.2 v,,non-ecc / unbuffered,yes,"$22.99,$22.99,$28.48","(2 Ratings, 5.0 Average)","Gets the job done.,This RAM is, well good, but a tad slow, great for the price and mine overclocked to 2800MHz with no overvolt, haven't gone past for some reason, great, must get if on a slight budget."
oloy,md4u083618bcda,ddr4-3600,288-pin dimm,2 x 8gb,$4.874,red / white,18,1.35 v,18-20-20-40,non-ecc / unbuffered,yes,"$77.99,$88.21","(1 Rating, 5.0 Average)","I can only configure the RAM RGB through the Gigabyte (GPU) RGB manager, not the ASRock (MB) software. I'm not sure if it would work at all if I had a non-RGB GPU. The default RGB on the RAM is a rainbow rave brighter than 1000 suns. Also, it is ddr4-3600, but is underclocked by default; you have to change the relevant settings in BIOS. The RAM is a bit tall, so make sure you have proper clearance with your CPU cooler."
oloy,md4u163216beda,ddr4-3200,288-pin dimm,2 x 16gb,$3.812,black / white,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$121.99,"(2 Ratings, 5.0 Average)","The addressable RGB is really nice, it syncs with aura with no problem,Works exactly as advertised and is cheaper than the competition. I also really like the way these look in my case. Easy install and syncs with Mystic Light simply."
crucial,bls2k8g4d240fsbk,ddr4-2400,288-pin dimm,2 x 8gb,$4.061,gray,16,1.2 v,,non-ecc / unbuffered,yes,"$64.98,$64.99,$69.99,$74.99,$96.14","(1 Rating, 4.0 Average)","Cant get to 2666, but that is my fault. I will try to get faster RAM with lower CAS latency, and will also try to get Samsung B-die if I can, as I have heard that it is best with Ryzen. In the meantime, it is pretty good for my needs, and I am willing to sacrifice some FPS."
patriot,pve416g240c6gy,ddr4-2400,288-pin dimm,1 x 16gb,$3.937,silver / black,16,1.2 v,,non-ecc / unbuffered,yes,"$62.99,$64.99","(1 Rating, 5.0 Average)","Great RAM. RAM is RAM, just wish I'd bought a second one. "
corsair,cmk32gx4m2k4133c19,ddr4-4133,288-pin dimm,2 x 16gb,$17.187,black / yellow,19,1.4 v,19-25-25-45,non-ecc / unbuffered,yes,"$549.99,$549.99,$564.99",(0 Ratings),
corsair,cmw128gx4m8x3600c18,ddr4-3600,288-pin dimm,8 x 16gb,$11.064,black,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$1416.16,$1484.99",(0 Ratings),
patriot,pvs416g413c9k,ddr4-4133,288-pin dimm,2 x 8gb,$9.874,silver / black,19,1.35 v,19-21-21-41,non-ecc / unbuffered,yes,"$157.99,$159.99",(0 Ratings),
g.skill,f4-3600c16q-32gvkc,ddr4-3600,288-pin dimm,4 x 8gb,$4.968,black,16,1.35 v,16-19-19-39,non-ecc / unbuffered,yes,$158.99,(0 Ratings),
g.skill,f4-2133c15d-16gis,ddr4-2133,288-pin dimm,2 x 8gb,$3.624,black / red,15,1.2 v,,non-ecc / unbuffered,yes,"$57.99,$68.06","(2 Ratings, 5.0 Average)","Does the job, wish i could've gotten higher clock speed, but wasn't willing to pay 300+ for some ram.,""ey, i need the cheapest 8x2GB ram, is this it?"""
g.skill,f4-2666c19d-16gnt,ddr4-2666,288-pin dimm,2 x 8gb,,black,19,1.2 v,19-19-19-43,non-ecc / unbuffered,no,,(0 Ratings),
crucial,bls2k8g4d32aesck,ddr4-3200,288-pin dimm,2 x 8gb,$4.687,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$74.99,$74.99,$79.99,$88.73","(1 Rating, 5.0 Average)",
g.skill,f4-3600c16q-64gtzn,ddr4-3600,288-pin dimm,4 x 16gb,$14.521,silver / black,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,$929.37,"(1 Rating, 5.0 Average)","This RAM looks amazing and has some very good specs. After a bios update it booted up fine with XMP settings and has not missed a beat since. These use Samsung B-Die chips, so can possibly be tweaked even further."
corsair,cmk8gx4m1a2666c16,ddr4-2666,288-pin dimm,1 x 8gb,$4.999,black / yellow,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$39.99,$39.99,$39.99","(10 Ratings, 4.6 Average)","Worked fine after I fixed my stupid mistakes.,RAM. Not much to say.,Bought for 52.99, but was free with discount for Amazon Prime Card.,Pros:  Sleek look.  Was cheap.  Works.  Has Heat shield.,Cons:  Is only CL 16.  Defaulted to 2133 on my B250M Bazooka even though B250M and G4560 are both compatible with 2400 (although I could just as easily change).  This is probably why it bench marked at the 38th percentile.,Other thoughts:  Go for CL 15 or lower and focus on BOTH max speed and CL.  A 2400 or 2133 stick with CL 15 would be faster.,If you're buying a Ryzen processor, high-speed RAM is generally needed but if you're buying Intel this shouldn't really matter too much. This stick is compact, sleek and fast. 8GB does fairly well but it's strongly advised that you use 16GB of memory since 8 most likely won't hold up in the future.,Got this off ebay because ram is so expensive at the moment.,This leaves the easy upgrade path for another 8bg stick (16GB total), as I only have 2 dims and didnt want to go for 2 X 4gbs,Great RAM, although is very expensive for the price (though this is largely a fault of the increasing prices in general). Reliable and good for this build.,8gb is fine for what it's doing, but eventually i'm gonna want another stick,Works great out of the box, it WAS cheap at the time, XMP profile works, nothing more to say. Got the extra 8 GB when I realized RAM was getting very expensive and I needed more for Cities:Skylines mods and assets.,I love this ram. With ram prices being extremely high right now this stick does what it needs to do.,Runs at about 2200 speed with ryzen. Use with Intel Cpu's for better results."
g.skill,f4-2666c15d-8gvr,ddr4-2666,288-pin dimm,2 x 4gb,$6.624,black / red,15,1.2 v,,non-ecc / unbuffered,yes,"$38.99,$52.99","(13 Ratings, 4.8 Average)","Absolutely gorgeous ram ooooee it feels so nice in my hands as well,Looks great and works,Good fast RAM. +1,Good, fast ram,Lucked out on the price right before Newegg ran out of stock. The heat spreader looks very nice.,Went with a higher speed for the Ryzen processor. The ram looks stunning and would recommend to anyone.,Dual channel. 2666. Cheap. Awesome!,Runs at 2666MHz (XMP Profile). Only problem is that it is actually CL16 and not CL15, as advertised. ,Memory is memory, this does the job well.,It's memory. It's alright but there are cheaper options that are faster, plus some games and programs are barely usable with only 8 GB of ram. I'll probably need 8 more gigabytes soon."
corsair,cmt16gx4m2c3200c16,ddr4-3200,288-pin dimm,2 x 8gb,$7.249,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$115.99,$115.99,$119.99,$119.99",(0 Ratings),
adata,ax4u360038g17-dt60,ddr4-3600,288-pin dimm,2 x 8gb,$7.687,silver / black,17,1.35 v,,non-ecc / unbuffered,yes,$122.99,(0 Ratings),
g.skill,f4-3200c16d-32gfx,ddr4-3200,288-pin dimm,2 x 16gb,$4.000,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$127.99,$199.99",(0 Ratings),
g.skill,f4-3600c16d-16gtzn,ddr4-3600,288-pin dimm,2 x 8gb,$9.999,silver / black,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,$159.99,"(3 Ratings, 5.0 Average)","Toasty! 4140MHz :),excellent performance and compatibility,Beautiful ram, xmp worked without a hitch."
g.skill,f4-4000c17q-32gtrs,ddr4-4000,288-pin dimm,4 x 8gb,$15.000,silver,17,1.35 v,17-17-17-37,non-ecc / unbuffered,yes,$479.99,"(1 Rating, 5.0 Average)","Most beautiful RAM design, ever! Works as advertised, 4000MHz C17-17-17-37 with Asus BIOS's XMP I.,New buyers please do check memory QVL of your motherboard before purchasing to avoid incompatibility/damaging the RAM."
g.skill,f4-3200c16d-16gtzn,ddr4-3200,288-pin dimm,2 x 8gb,$6.249,silver / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$99.99,$151.94","(2 Ratings, 4.5 Average)","Nice lights and it works out of the box. It can easily be tuned to cl14.,Good offer on black friday dates, it's fully Ryzen compatible. I've enabled DOCP on my Asus mobo with 3200 as a target, this profile was automatically detected like XMP. Didn't force the manual settings yet to ensure the correct speed and timings."
corsair,cmt64gx4m4k3600c16,ddr4-3600,288-pin dimm,4 x 16gb,$14.375,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$919.99,"(1 Rating, 4.0 Average)",This kit is excessive but worth it. The RGB is gorgeous and no memory errors so far.
geil,gaexsy416gb3200c16adc,ddr4-3200,288-pin dimm,2 x 8gb,$5.249,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$83.99,"(2 Ratings, 4.5 Average)","Runs at rated speed with XMP enabled. RGB sync isnt perfect, and only has maybe half of the options my motherboard has available. RGB reverts to rainbow effect at start until I open my boards RGB utility.,Runs at 3200 mhz, great looking ram, IMO looks better than Trident Z RGB. Can't complain."
crucial,bls2k8g4d32aestk,ddr4-3200,288-pin dimm,2 x 8gb,$3.937,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$62.99,$74.99,$77.99,$77.99,$104.60","(3 Ratings, 5.0 Average)","This kit is only $58 if bundled with a ryzen 3000 cpu from microcenter. It's good cheap ram. Was able to achieve small OC. I'm sure I could push it further but I am satisfied with the current performance I am getting.,Would give these a 6 star review if I could. Rated at 3200, they one click overclocked to 3600 on my b450i mobo and i haven't tested if they can go further. Dont know if I won the silicon lottery but I am very happy with this ram,Good and reliable ram so far. I am able to run many programs at a time including games, CAD software, basic office programs etc."
patriot,pv416g300c6k,ddr4-3000,288-pin dimm,2 x 8gb,$4.686,black / red,16,1.35 v,,non-ecc / unbuffered,yes,"$74.98,$74.99","(8 Ratings, 4.5 Average)","I got this b/c it was on sale for $80 at Frys.  No problems so far!,Work great on XMP for the advertised clock. ,Patriot Viper 4, 16G, DDR4-3000.  Working stable on 3000 MHz (overclocked) , XMP is recognized right in BIOS, what more is there to ask? It was a cheapest set I found on Amazon (that's where I purchased most of the parts excluding case and led controller) and I do not regret it.,Idk how to fix the memory speed, its stuck at 2133Mhz,Its RAM....at 3000Ghz. Instantly run at speeds with XMP. ,I ended up having to remove the Red ""heat sinks"" because of room. I say ""heat sinks"" because once removed you can see that the thick plastic casing runs over the spine of the cards in that area, rendering the aluminum useless. ,ram is just a ram this one fast looks cool and cheap con no RGB :(,Nothing to write home about.  Not especially pretty.  I want some LEDs or something.  Other than that, I don't have any complaints."
corsair,cmt16gx4m2k4800c18,ddr4-4800,288-pin dimm,2 x 8gb,$54.062,black,18,1.5 v,18-24-24-46,non-ecc / unbuffered,yes,"$864.99,$920.99",(0 Ratings),
corsair,cmw16gx4m2c3000c15w,ddr4-3000,288-pin dimm,2 x 8gb,$6.249,white,15,1.35 v,15-15-15-36,non-ecc / unbuffered,yes,"$89.99,$99.99,$99.99","(8 Ratings, 5.0 Average)","Looks and works great. Nothing else needs to be said. I believe that you can OC it a bit but haven't gotten around to that yet. (iCUE RGB Control),Corsair's RGB ecosystem is pretty decent, and being able to sync my entire case with iQUE is nice. The RAM works too.,Flucking beautiful.,Beautiful and overclockable. Amazing,Its ram, it does the job, but it gets 5 stars because the white look with the rgb lights is amazing. Plus the iCue software is easy to use and has some cool lighting effects for the ram itself,Looks great, runs great. Best part about this is the rgb has a real white color, as opposed to most other rgb products that have a blueish glow to it. ,It is what it says it is, its beautiful, it's 16gb, and it's good speed"
corsair,cmd32gx4m2b3000c15,ddr4-3000,288-pin dimm,2 x 16gb,$5.000,black / silver,15,1.35 v,15-15-15-36,non-ecc / unbuffered,yes,"$159.99,$159.99,$159.99,$159.99","(9 Ratings, 4.7 Average)","I like it alot.... I haven't reached the 3000mhz mark as of yet, but i believe that will be dependent on motherboard support and not so much the RAM itself.. I havent messed around with it too much yet, but with XMP enabled, i have set it at 2666mhz and it is flawless.,Corsair is always a good choice. I was looking into G.Skillz RAM to pair with my Ryzen, but the Asus mobo didn't have any above 16GB that were verified and/or rated well. I fell back on Corsair  (a guaranteed brand) and couldn't be happier! ,Be careful to check the throttle on your Motherboard, as I had to do some tinkering with voltages to get above the stock 2133. Currently, 2666 is running smooth. I will look into getting closer to that bench of 3000 with more troubleshooting in the future. ,The real deal. Just as I imagined they'd be - build construction and quality is so solid. They feel great, look great and perform great. Simply applied the XMP profile and might try overclocking after a few weeks. Opted to stick with two sticks for single Dual Channel performance; no regrets there.,A little pricey, but they are aesthetically pleasing and that is half the battle. ,Cheapest 2x16GB RAMs on Amazon I could find with a one-day shipping.
Have a bit of extra fanciness on them.,At the end of the day, its RAM.  But there's ram and then there's RAM, am I right?  Fantastic build quality, great performance and look cool to boot.  Although the aesthetics have no baring on performance and in this build, will most likely be never seen, for the photos included = badass, aha.  ,If you're looking for high capacity fast RAM, this is a very nice option. I can't imagine there's a ton of people that NEED or really care that much about the speed and CAS latency, but, for those of us who do - I wasn't disappointed. It also has very faint white LEDs under the heat spreaders. Just enough to accent - not enough to draw attention."
